index,SMILES,RE(eV),HOMO-1(eV),HOMO(eV),LUMO(eV),LUMO+1(eV),E_0(hartree),E_0^-(hartree),E-(hartree),E_-^0(hartree),D_0 dipole moment(D),D_0^- dipole moment(D),D- dipole moment(D),D_-^0 dipole moment(D)
1330,N#Cc1sc(-c2scc3c2SCCS3)c(C#N)c1-c1scc2c1SCCS2,0.472082172,-6.175624053,-6.015621103,-2.647939972,-1.819897496,-3588.658372,-3588.707507,-3588.7127,-3588.646217,5.5833,11.9293,11.8823,6.5737
1331,c1cnc(-c2ncnc(-c3ncc(C4COc5cscc5S4)nn3)n2)nn1,0.674042358,-6.618625417,-6.352225948,-2.824541867,-2.600047932,-1941.213939,-1941.256411,-1941.26793,-1941.200686,4.56,13.1705,13.2943,5.1117
1332,O=C(O)c1cnoc1-c1ncc(-c2cc3c(s2)-c2sccc2C32OCCO2)cn1,0.359269208,-7.513335788,-6.117935914,-3.161418825,-2.415554735,-2067.284452,-2067.351977,-2067.35393,-2067.273203,12.6233,19.6783,19.7374,13.3941
1333,N#Cc1c2cc(-c3cnc(-c4cc5c(C#N)c6c(F)c(F)sc6nc5s4)nn3)sc2nc2sc(F)c(F)c12,0.277689473,-7.016183766,-6.889106594,-3.763878912,-3.107268167,-3253.527967,-3253.622304,-3253.623319,-3253.518776,2.5381,2.7192,2.6985,2.3916
1337,CN1C(=O)C(=Cc2sc3ccc(C#N)cc3c2-c2cocc2C(=O)c2cccs2)C(=O)N(C)C1=O,0.589733321,-7.177003058,-6.643659892,-3.389994468,-2.491202388,-2298.412717,-2298.492012,-2298.499681,-2298.398713,3.1331,4.8975,4.0605,3.1203
1339,O=C(c1ccc(-c2c(F)c(F)cc3nsnc23)s1)c1cocc1-c1nc2ccccc2o1,0.408636105,-6.641482981,-6.344334646,-3.366320562,-2.418275874,-2229.682056,-2229.751775,-2229.752535,-2229.667799,3.6867,15.2156,13.8565,4.4916
1340,CN1C(=O)C(=Cc2ccnc(C(=O)c3nccc(C=C4SC(=S)N(C)C4=O)n3)n2)SC1=S,0.360556307,-6.872235534,-6.87196342,-3.538840749,-3.485506433,-2878.121028,-2878.199357,-2878.203078,-2878.111499,5.0531,7.1797,6.9759,5.0146
1341,Cc1oc2ccccc2c(=O)c1-c1c(C#N)sc(-c2ncc(-c3sc(C#N)cc3C#N)cn2)c1C#N,0.473883566,-7.275780389,-7.027068321,-3.75816452,-2.818011134,-2272.008948,-2272.099773,-2272.104466,-2271.996226,4.3841,14.5975,15.7483,3.9075
1342,O=C(O)c1conc1-c1sc(-c2scc3c2SCCO3)c2c1C(=O)c1c(C(F)(F)F)sc(C(F)(F)F)c1C2=O,0.623252306,-6.272224473,-6.102425424,-3.231896315,-3.122778657,-3540.469475,-3540.535598,-3540.543218,-3540.45419,4.0831,7.2139,8.1657,2.7987
1343,O=C(c1ccc(-c2oncc2C(=O)O)s1)c1cocc1-c1cc(F)cc2nsnc12,0.416818568,-6.875228787,-6.747335273,-3.1137989,-2.782908446,-2165.350857,-2165.410604,-2165.413068,-2165.338003,3.4136,5.8058,5.4517,2.7471
1344,Cn1c(=O)c2cc(-c3nccc(-c4nc5ccccc5s4)n3)c3c(=O)n(C)c(=O)c4cc(-c5ncccn5)c(c1=O)c2c43,0.41555596,-6.841758782,-6.801485931,-3.614216289,-2.565217358,-2273.927791,-2274.014884,-2274.018555,-2273.916191,1.7184,7.1822,6.6662,1.6767
1347,CN1C(=O)C(=Cc2ccc3nc(C(=O)c4nc5ccc(C=C6C(=O)N(C)C(=O)N(C)C6=O)cc5o4)oc3c2)C(=O)N(C)C1=O,0.510950916,-7.276052503,-7.153873379,-3.855037055,-3.312169904,-2122.686091,-2122.782445,-2122.786961,-2122.671829,2.1243,7.7017,7.0675,1.8969
1348,O=C(c1ccc(-c2ccc3ncoc3c2)s1)c1cocc1-c1ccc2nc(C3CSc4cscc4S3)oc2c1,0.590214962,-6.41862173,-6.188413404,-2.317049518,-1.801665867,-3117.791346,-3117.824825,-3117.83168,-3117.776511,3.9214,13.0875,12.3691,4.0612
1349,CN1C(=O)C(=Cc2cnc(-c3cnc(-c4sccc4C(=O)O)nc3)nn2)C(=O)N(C)C1=O,0.528295453,-7.127750449,-6.796043654,-3.788641273,-2.702362744,-1889.397423,-1889.487253,-1889.493335,-1889.384091,4.1153,4.8768,5.6365,2.9968
1350,N#Cc1nccc(C=Cc2c3c(c(C=Cc4ccnc(C#N)n4)c4cscc24)N=S=N3)n1,0.542497076,-7.62272556,-6.175351939,-4.227833043,-2.892298218,-2078.577649,-2078.688728,-2078.692982,-2078.561967,7.9754,4.407,4.2369,6.9018
1351,N#Cc1csc2sc3sc(-c4ccc(C(=O)c5cocc5C(F)(F)F)s4)c(C#N)c3c12,0.674494067,-7.033054826,-6.537263373,-3.006041811,-2.020445411,-2917.301547,-2917.362063,-2917.376639,-2917.291336,5.9627,5.0642,6.2343,9.2303
1352,N#CC(C#N)=C1C=C(c2ccc3ncoc3c2)SC(c2ccc3ncoc3c2)=C1,0.379041001,-7.210745176,-6.367736438,-3.122506544,-2.39405774,-1611.910671,-1611.97945,-1611.982162,-1611.899453,7.5342,12.0281,11.7015,7.7182
1353,N#CC1=CC(=C(C#N)C#N)C=C(c2nc(F)c(C3=CC(=C(C#N)C#N)C=C(C#N)O3)c3nsnc23)O1,0.460073788,-7.478233101,-7.237684448,-4.982404777,-3.821022822,-2019.880695,-2020.020404,-2020.022823,-2019.866207,3.9226,2.3337,1.7887,4.0188
1354,C(=Cc1ccnc(-c2cnc(-c3ccc4nsnc4c3)nn2)n1)c1cnc(-c2ccc3nsnc3c2)nn1,0.247503883,-6.818629104,-6.813731054,-3.402239592,-3.153527524,-2375.003563,-2375.07982,-2375.080562,-2374.995209,3.4299,14.4064,13.9039,3.4973
1355,Cc1nc2c(C(=O)O)sc(-c3nc(F)c(-c4sc(C(=O)O)c5nc(C)c(C)nc45)c4nsnc34)c2nc1C,0.469410014,-7.175370374,-6.458894581,-3.861295673,-3.197609969,-2863.441188,-2863.538021,-2863.540171,-2863.426088,3.8682,2.3406,3.1249,5.1809
1356,CN1C(=O)C2=C(C(F)(F)F)N(C)C(=O)C2=C1C1=CC(=C(C#N)C#N)C=CO1,0.467747399,-7.019721246,-6.547875813,-4.070279118,-2.673518675,-1397.37398,-1397.477049,-1397.479886,-1397.359627,6.1195,7.7961,8.2049,6.0941
1357,CN1C(=O)C(=Cc2ccc3nc(-c4cnc(C=Cc5ccncn5)nc4)oc3c2)C(=O)N(C)C1=O,0.380396128,-7.353877067,-6.722300797,-3.431083661,-2.86916854,-1608.930003,-1609.010494,-1609.012782,-1608.918311,2.0512,2.7653,3.4607,3.3223
1358,CN1C=C2C(=O)N(C)C(c3ccsc3C(=O)c3cocc3C=C3C(=O)N(C)C(=O)N(C)C3=O)=C2C1=O,0.645195568,-7.044755722,-5.992491425,-3.21039932,-2.921142287,-2069.139056,-2069.208461,-2069.215929,-2069.122813,2.3012,7.2546,7.3,3.0609
1359,CN1C(=O)C(=Cc2sc(-c3ncnc(C4=CC=CC5N=C(F)C(F)=NC45)n3)c3c2SCCO3)C(=O)N(C)C1=O,0.478563924,-6.562297848,-6.376988309,-3.386729102,-2.700730061,-2604.966493,-2605.047972,-2605.052789,-2604.953724,4.1733,10.1824,11.0345,5.0886
1360,Cn1c(=O)c2cc(C3=CC(=C(C#N)C#N)C=C(c4nc5sccc5s4)O3)c3c(=O)n(C)c(=O)c4cc(C5=CC(=C(C#N)C#N)C=C(c6nc7sccc7s6)O5)c(c1=O)c2c43,0.380401571,-6.575359313,-6.560937278,-4.612057813,-3.394620404,-4092.117985,-4092.248184,-4092.25086,-4092.106683,11.6369,15.1833,13.7088,10.0704
1361,N#CC(C#N)=C1C=CSC(c2ccc(C(=C(c3ccccc3)c3ccc(C=Cc4ccncn4)cc3)c3ccccc3)cc2)=C1,0.502948047,-6.357123997,-5.934259059,-3.007130267,-2.56957118,-2156.928667,-2156.994552,-2157.000117,-2156.915749,9.1443,25.3185,21.7189,9.6523
1362,CN1C(=O)C2=C(c3onc(N4C(=O)c5ccccc5C4=O)c3C(=O)O)N(C)C(=O)C2=C1c1oncc1C(=O)O,0.603298197,-7.596874743,-6.338348141,-3.752450129,-2.818555362,-1948.318426,-1948.409285,-1948.416118,-1948.303088,5.7403,15.7147,13.5603,4.854
1364,O=C(O)c1cocc1C(=O)c1ccc(-c2sc(C3COc4nsnc4O3)c3c2OCCS3)s1,0.648256849,-6.629782085,-6.027321999,-2.543720363,-1.739079679,-2998.105098,-2998.149331,-2998.154103,-2998.086047,5.1571,9.767,7.3625,4.6935
1365,N#Cc1sc(C2COc3nsnc3O2)c(C#N)c1-c1cocc1C(=O)c1ccc([SiH]2C=C3OCCOC3=C2)s1,0.603915895,-6.868153826,-6.24310829,-2.98481693,-2.388071235,-3115.334065,-3115.390892,-3115.394604,-3115.315583,6.1016,11.6382,10.0173,5.7073
1366,Cc1oc(=O)c2ccccc2c1-c1cnc(-c2ccc3nc(-c4ncc(-c5c(C)oc(=O)c6ccccc56)nn4)oc3c2)nn1,0.454476406,-6.662707862,-6.550869066,-3.092574019,-2.797058367,-2028.223949,-2028.287453,-2028.292291,-2028.212085,3.0225,7.1006,7.3621,2.8287
1367,N#CC(C#N)=C1c2cc(-c3ccc(C(=O)c4ccoc4)s3)sc2-c2sc(-c3ccc(C(=O)c4ccoc4)s3)cc21,0.447733424,-6.936182291,-5.952218574,-4.020210168,-2.917332693,-3153.389818,-3153.494621,-3153.495583,-3153.374326,6.9618,10.154,10.0436,7.1072
1368,N#Cc1c(F)c(F)c(-c2ccc3c(c2)sc2cc(-c4c(F)c(F)c(C#N)c(F)c4F)cc4ccn3c42)c(F)c1F,0.343598171,-7.103804429,-6.012083623,-2.971211237,-2.67460713,-2432.330493,-2432.389395,-2432.391123,-2432.319594,6.1652,13.6131,15.766,6.3146
1369,C=Cc1ccnc(-c2ncnc(-c3nccc(C=CC4=C(C#N)C(=C(C#N)C#N)OC4(c4ccccc4)c4ccccc4)n3)n2)n1,0.345636304,-6.945706277,-6.759308282,-2.8212765,-2.782636332,-1968.282056,-1968.335813,-1968.338841,-1968.272382,7.5679,10.9788,9.1114,8.1422
1370,Fc1sc2nc3sc(-c4cnc(C=Cc5ccncn5)nc4)cc3cc2c1F,0.467290247,-6.712776812,-6.502432799,-2.997606282,-2.086024851,-1999.197478,-1999.259022,-1999.264559,-1999.185843,1.3762,5.8985,5.7572,1.095
1372,Cn1c(=O)c2c(-c3nc4ccccc4o3)c3c4ccc(C#N)c5cccc(c3c(C(F)(F)F)c2c1=O)c54,0.318419476,-7.175642488,-6.947883187,-3.579385714,-2.748077872,-1763.69597,-1763.781143,-1763.783101,-1763.686226,3.1592,9.2426,8.2958,2.3726
1374,N#Cc1ncc(-c2sc(-c3cnc(C#N)nn3)c3c2OCCS3)nn1,0.349799646,-7.187615498,-7.027340435,-3.81313152,-3.117880608,-1846.531065,-1846.620135,-1846.622664,-1846.520738,11.099,15.5884,15.649,11.0922
1375,O=C(c1cocc1-c1ncnc(-c2cc(F)cc3nsnc23)n1)c1sccc1C1COc2nsnc2O1,0.53144109,-6.993054088,-6.710872015,-3.081689465,-2.632429482,-2822.847135,-2822.907411,-2822.912988,-2822.833182,4.3037,9.4723,9.1565,4.1382
1376,c1cnc(-c2ccnc(C3COc4nsnc4O3)n2)nn1,0.634147745,-7.197411597,-6.515766378,-3.060736697,-2.85719553,-1355.177134,-1355.225257,-1355.234865,-1355.163438,8.6017,2.6376,2.706,9.5831
1377,N#Cc1ccc2scc(C3=CC=C(c4csc5ccc(C#N)cc45)C4N=C(F)C(F)=NC34)c2c1,0.435561771,-6.91631798,-6.261339919,-2.868624312,-2.60902769,-2212.958664,-2213.007074,-2213.008535,-2212.944118,6.0094,3.7978,4.8994,5.8722
1378,Cc1c(-c2nc3ccc(C=Cc4ccnc(-c5ccc6nc(-c7nc8ncccn8c7C)oc6c5)n4)cc3o2)nc2ncccn12,0.323829099,-6.082288999,-5.73343903,-2.435146933,-2.201129014,-2006.763949,-2006.802717,-2006.806293,-2006.755625,7.6979,10.6907,10.1161,7.8743
1379,CN1C(=O)C(=Cc2ncc(-c3ccc(C(=O)c4cocc4-c4cnc(C=C5SC(=S)N(C)C5=O)nn4)s3)nn2)SC1=S,0.459652011,-6.633047451,-6.605563952,-3.550269531,-3.45285277,-3690.810572,-3690.89394,-3690.897903,-3690.797643,5.2597,11.5541,12.3746,5.2085
1380,N#CC(C#N)=C1c2ccsc2-c2sc(-c3ncnc([SiH]4C=C5OCCOC5=C4)n3)cc21,0.486610331,-6.403655467,-5.830583678,-3.910548282,-2.51460418,-2316.777665,-2316.872665,-2316.875686,-2316.762804,3.5663,9.9592,7.037,5.5077
1381,O=C(O)c1c(-c2ccncn2)noc1-c1c2c(c(-c3onc(-c4ccncn4)c3C(=O)O)c3cscc13)N=S=N2,0.454538992,-7.468709115,-6.703797055,-4.838184431,-2.866447401,-2606.157289,-2606.290955,-2606.292455,-2606.142085,2.5201,2.5749,1.9956,1.6459
1383,O=C(c1ccoc1)c1ccc(-c2cc3c(=O)[nH]c(=O)c4cc5sc6cc7c(=O)[nH]c(=O)c8ccc9c2c(c34)c5c6c9c87)s1,0.3223488,-7.118770691,-6.628149402,-3.995447806,-2.589163378,-2622.045067,-2622.150049,-2622.151231,-2622.034402,1.3566,6.5273,5.7743,1.4147
1385,N#CC(C#N)=C1C=COC(c2sc3ccc(C#N)cc3c2-c2ccc(C(=O)c3ccoc3)s2)=C1,0.679808451,-7.106797682,-6.787880238,-3.409314552,-2.825630322,-2183.547041,-2183.627834,-2183.635898,-2183.530122,5.6525,12.8091,11.4041,5.3078
1386,CN1C(=O)C(=Cc2nc3ccc(-c4ccnc(-c5c(F)ccc6nsnc56)n4)cc3o2)C(=O)N(C)C1=O,0.674641009,-6.996319454,-6.815363738,-3.539112863,-2.841957154,-2105.16552,-2105.247115,-2105.254288,-2105.147901,1.5211,12.2631,11.9014,3.0339
1387,N#CC(C#N)=C1C=C(c2ccc(C(=O)c3cocc3C3=CC(=C(C#N)C#N)C=C(c4nc5sccc5s4)S3)s2)SC(c2nc3sccc3s2)=C1,0.511666576,-6.573998744,-6.340525052,-3.759797204,-3.343462998,-4607.00222,-4607.098164,-4607.10385,-4606.989102,8.4496,17.9069,11.357,7.8096
1388,c1ncc(-c2ccnc(-c3scc4c3SCCO4)n2)nn1,0.494901641,-6.196848934,-5.99494045,-2.733655838,-2.389431805,-1646.067108,-1646.10797,-1646.114696,-1646.055647,3.1086,13.98,13.9983,2.4028
1390,c1csc(C(=C(c2cnc(-c3nc4ccccc4[nH]3)nn2)c2cccs2)c2cnc(-c3nc4ccccc4[nH]3)nn2)c1,0.65036301,-6.332905864,-5.944599386,-2.911618302,-2.395962537,-2497.762724,-2497.828245,-2497.836971,-2497.74755,6.291,0.6529,2.1975,7.4195
1392,Fc1cc(-c2sc(-c3cc(F)c(C(F)(F)F)c4nsnc34)c3c2OCCS3)c2nsnc2c1C(F)(F)F,0.394233118,-6.605563952,-6.416989047,-3.493125621,-3.215025256,-3451.4921,-3451.57124,-3451.571645,-3451.478018,5.1178,6.4919,6.7385,5.8137
1393,O=C(O)c1cocc1C(=O)c1ccc(-c2nc3ccccc3o2)s1,0.56583356,-7.117138008,-6.342157735,-2.690661848,-1.697446259,-1482.259529,-1482.305364,-1482.310655,-1482.244025,2.7595,6.0591,5.7359,3.3676
1394,CN1C(=O)C2=C(C3=CC=C(C4COc5nsnc5O4)C4N=C(F)C(F)=NC34)N(C)C(=O)C2=C1C(=O)O,0.681280587,-6.827880975,-6.261339919,-3.561970427,-2.539094428,-2186.316248,-2186.397407,-2186.40516,-2186.298964,4.9765,9.1081,6.4863,4.9001
1395,O=C(c1ccc(-c2cc3c(-c4ccncn4)c4c(F)c(F)sc4nc3s2)s1)c1cocc1-c1cc2c(-c3ccncn3)c3c(F)c(F)sc3nc2s1,0.584418937,-6.544610447,-6.194944137,-2.816106337,-2.690389734,-4210.138808,-4210.197022,-4210.20396,-4210.124269,5.2204,9.1887,8.2213,4.1586
1396,O=C(n1ccnc1)n1ccnc1-c1cnc(-c2ccc3nc(-c4ncc(-c5nccn5C(=O)n5ccnc5)cn4)oc3c2)nc1,0.363799904,-6.994686771,-6.371273918,-2.890665535,-2.568210611,-2052.701294,-2052.760025,-2052.762951,-2052.69085,1.6745,8.9115,10.2858,2.4022
1397,c1cc(-c2nccc(-c3ccnc(C4CSc5cscc5S4)n3)n2)ncn1,0.488093352,-6.020791266,-5.866774822,-2.881957891,-2.510522472,-2216.151328,-2216.202055,-2216.208324,-2216.13966,1.8143,4.6102,3.7243,2.1206
1399,N#Cc1csc2sc3sc(-c4cnc(-c5c6ccsc6nc6sc(F)c(F)c56)nc4)c(C#N)c3c12,0.647650035,-6.806656094,-6.296986834,-2.892298218,-2.13037941,-3343.746889,-3343.805748,-3343.815615,-3343.732955,9.0936,8.2854,9.6996,9.7973
1400,N#CC(C#N)=C1C=C(c2ncnc(-c3nc4ccccc4o3)n2)OC(C2COc3nsnc3O2)=C1,0.519310254,-7.169111756,-6.857541386,-3.710000367,-3.114343128,-1981.339088,-1981.427294,-1981.432653,-1981.325362,7.9774,9.205,9.7265,7.8285
1401,N#CC(C#N)=C1C=COC(c2ncc(-c3ccsc3C(=O)c3ccoc3)cn2)=C1,0.503154854,-7.278229413,-6.559032481,-3.340197632,-2.653110135,-1648.987228,-1649.060906,-1649.065583,-1648.973415,7.5437,12.2796,11.463,7.584
1402,O=C(O)c1c(-c2nc(F)c(-c3csc(C(F)(F)F)c3C(=O)O)c3nsnc23)csc1C(F)(F)F,0.534115969,-7.797150544,-6.990060836,-3.581018398,-2.332832122,-3008.928086,-3009.006276,-3009.010147,-3008.912329,3.6128,4.2995,3.4874,3.3478
1406,C[Si]1(C)C=C2OCCOC2=C1c1cnc(-c2c(F)cc(C3COc4nsnc4O3)c3nsnc23)nc1,0.448204181,-6.666245342,-5.819154896,-2.920870173,-2.066704767,-2663.604178,-2663.658554,-2663.661642,-2663.590795,5.3079,16.68,14.9447,5.2496
1408,N#Cc1csc2sc3sc(-c4ncnc(-c5sc6c(sc7c(F)csc76)c5F)n4)c(C#N)c3c12,0.377296751,-6.644476233,-6.331001067,-3.058015559,-2.621817041,-3664.528495,-3664.595082,-3664.598309,-3664.517857,5.5664,3.3572,3.23,6.5381
1409,O=C(O)c1c(F)cc(C=Cc2ccnc(-c3cc(F)c(C(=O)O)c4nsnc34)n2)c2nsnc12,0.368175495,-7.045844177,-6.904889198,-3.282781607,-3.065090519,-2392.393351,-2392.461602,-2392.46951,-2392.387728,6.9353,5.0659,8.138,7.7176
1410,Fc1c(-c2cnc(C(F)(F)F)nc2)sc2c1sc1c(F)c(-c3cnc(C(F)(F)F)nc3)sc12,0.477222403,-7.425715126,-6.772369748,-3.346184136,-2.512155156,-2900.671951,-2900.745766,-2900.749343,-2900.657991,0.9431,0.5813,0.9346,1.2314
1413,N#CC(C#N)=C1C=COC(c2ncnc(-c3scc4c3OCCS4)n2)=C1,0.622427801,-6.569372808,-6.346783671,-3.222916558,-2.506168651,-1873.699064,-1873.768358,-1873.776236,-1873.684068,9.7707,17.8938,17.3422,9.3181
1414,O=C(O)c1ccsc1-c1ccnc(-c2scc3c2OCCS3)n1,0.643949286,-5.99847793,-5.832216361,-2.435691161,-1.658261863,-2107.323406,-2107.359386,-2107.367697,-2107.308053,0.7968,8.9156,8.9562,0.7506
1417,N#Cc1cnc(-c2sc(C#N)c(C=Cc3ccnc(-c4c(C#N)sc(-c5ncc(C#N)s5)c4C#N)n3)c2C#N)s1,0.388521448,-7.582724823,-7.33510121,-3.927963569,-3.581290511,-3134.455227,-3134.549015,-3134.55173,-3134.443665,4.6085,14.7584,16.695,4.7311
1418,CN1C(=O)C2=C(c3ccnc(-c4nc5ccccc5[nH]4)n3)N(C)C(=O)C2=C1c1ccnc(-c2nc3ccccc3[nH]2)n1,0.429281383,-6.132357949,-6.05562184,-3.75598761,-2.351607978,-1853.178425,-1853.275379,-1853.279852,-1853.167121,8.2546,7.4887,7.8365,8.9509
1419,N#CC(C#N)=C1C=C(c2ncc(C(=O)O)nn2)SC(c2ncc(C(=O)O)nn2)=C1,0.358338579,-7.685311748,-6.73236901,-4.127967256,-3.671360199,-1750.278515,-1750.380703,-1750.381892,-1750.266536,8.692,11.4045,10.9794,8.373
1420,CN1C(=O)C2=C(c3ccsc3C(=O)c3ccoc3)N(C)C(=O)C2=C1C#N,0.383645168,-6.9304679,-6.05562184,-3.394076176,-2.358955052,-1555.787147,-1555.86217,-1555.865178,-1555.776056,7.6107,11.7969,10.7007,7.804
1422,N#CC(C#N)=C1C=C(C(=Cc2cccs2)c2cccs2)SC(C(=Cc2cccs2)c2cccs2)=C1,0.359372611,-6.065962167,-5.959293534,-3.108084509,-2.393241399,-3176.864375,-3176.937567,-3176.940013,-3176.853615,9.5055,11.0692,11.1524,10.2332
1423,O=C(O)c1c(-c2nccc(-c3ccncn3)n2)csc1C1COc2nsnc2O1,0.565436274,-7.167479072,-6.656993471,-2.83814756,-2.221809667,-2079.573334,-2079.619782,-2079.627286,-2079.560059,4.9544,11.1236,10.5201,5.6778
1424,O=C(O)c1cscc1-c1cnc(-c2csc(C3CSc4cscc4S3)c2C(=O)O)nc1,0.519019092,-5.942694589,-5.827046198,-2.052282732,-1.986431178,-3170.674533,-3170.69762,-3170.704231,-3170.662071,3.2952,4.4879,5.5364,2.8366
1427,N#CC(C#N)=C1C=C(c2ncnc(-c3ccncn3)n2)SC(c2ncnc(-c3ccncn3)n2)=C1,0.330095881,-7.547894249,-6.538896056,-3.830274693,-3.288768112,-1899.457283,-1899.551118,-1899.552921,-1899.446956,10.5932,11.1709,11.2052,10.505
1428,O=C(O)c1ccsc1-c1ncnc(-c2scc(-c3nc4ccccc4[nH]3)c2C(=O)O)n1,0.692671273,-6.406376606,-6.099160058,-2.973116034,-2.558958739,-2139.820252,-2139.878472,-2139.885435,-2139.801759,4.2572,7.7836,6.1767,3.3
1429,N#CC(C#N)=C1C=COC(c2ccnc(C3=CC(=C(C#N)C#N)C=C(c4cncn4C(=O)n4ccnc4)O3)n2)=C1,0.422818679,-6.968291727,-6.703797055,-3.777212491,-3.460471958,-1809.114375,-1809.205174,-1809.209178,-1809.102841,15.0733,18.2516,19.4127,15.2877
1430,N#CC(C#N)=C1C=C(c2sc(C#N)c(C3=CC(=C(C#N)C#N)C=C(C(F)(F)F)S3)c2C#N)SC(C(F)(F)F)=C1,0.694995125,-7.468164888,-7.284760146,-4.437088601,-4.027557242,-3038.965039,-3039.081984,-3039.091887,-3038.949401,6.9296,10.8599,9.5473,4.7286
1435,C(=Cc1nccc(C2COc3cscc3S2)n1)c1ccnc(-c2nccc(C3COc4cscc4S3)n2)n1,0.589872099,-6.0724929,-5.922286049,-2.752431694,-2.07541241,-3073.190524,-3073.239977,-3073.247504,-3073.176375,1.7617,4.9465,4.684,1.8935
1436,N#CC(C#N)=C1C=COC(c2ncc(C3=CC=CC4N=C(F)C(F)=NC34)cn2)=C1,0.538382714,-7.062715236,-6.476309868,-3.34999373,-2.941278713,-1371.422253,-1371.49649,-1371.502044,-1371.408021,11.8766,16.2983,15.2751,12.216
1437,O=C(c1coc(-c2cc3sccc3s2)n1)c1nccc(-c2nccc(-c3ccncn3)n2)n1,0.316052085,-6.869514396,-6.162562587,-2.796242025,-2.488753364,-2174.976935,-2175.023192,-2175.026406,-2174.968535,4.742,7.7259,7.1185,4.888
1438,N#Cc1ccc2sc(-c3nc4ccc(-c5ncncn5)cc4o3)c(-c3nc4ccc(-c5ncncn5)cc4o3)c2c1,0.546709398,-7.041762469,-6.654000219,-3.216113711,-2.527665646,-2154.278093,-2154.353009,-2154.358876,-2154.263869,4.2202,6.3979,5.5985,4.0299
1439,N#CC(C#N)=C1C(=CC=C2Nc3ccccc3O2)C(=O)c2ccccc21,0.322288935,-7.019449133,-5.92800044,-3.017742707,-2.494467755,-1121.468133,-1121.534156,-1121.535843,-1121.457976,6.4789,10.7722,10.3482,5.3408
1440,C[Si]1(C)C=C2OCCOC2=C1c1nccc(-c2oncc2C(=O)O)n1,0.640281191,-7.393061462,-6.145691528,-2.831616827,-2.431065225,-1448.538381,-1448.587602,-1448.595768,-1448.523017,4.4803,13.0064,12.3324,3.8798
1441,C[Si]1(C)c2ccsc2-c2sc(-c3ccnc(-c4cc5cc6c(F)c(F)sc6nc5s4)n3)cc21,0.275186025,-6.248550567,-5.863509455,-2.533107923,-2.26289886,-3130.428096,-3130.475428,-3130.476689,-3130.419244,6.6424,6.4052,6.1806,7.4599
1443,Fc1csc2c1sc1c(F)c(-c3ncnc(-c4ncc(C5COc6nsnc6O5)nn4)n3)sc12,0.688352826,-6.852371223,-6.514133695,-3.026994579,-2.868896426,-3070.313515,-3070.371823,-3070.381041,-3070.297437,2.2385,9.114,6.0111,1.8522
1445,FC1=NC2C=CC=C(c3ncc(-c4nc5ccccc5o4)cn3)C2N=C1F,0.502637838,-7.065980603,-6.376988309,-2.841140812,-2.342628221,-1279.238871,-1279.292772,-1279.297234,-1279.224861,4.5986,5.3131,5.8669,4.4819
1447,Fc1c(F)c(F)c(C=C(c2ncc(-c3scc4c3SCCS4)cn2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,0.615646724,-6.286646508,-6.225965117,-2.806854466,-1.898538401,-3221.812065,-3221.867538,-3221.873678,-3221.79558,6.9203,9.9428,11.1761,6.7317
1448,Fc1c(F)c(F)c(-c2ncc(-c3cnc(-c4cncnn4)nc3)nn2)c(F)c1F,0.416802242,-7.497825298,-6.937542861,-3.428090408,-3.052845395,-1549.809644,-1549.878881,-1549.883934,-1549.79938,0.9013,5.2281,4.8811,0.2696
1451,CN1C(=O)C2=C(c3cnc(C=c4sc(=C(C#N)C#N)n(C)c4=O)nn3)N(C)C(=O)C2=C1c1cncnn1,0.350841842,-7.196867369,-6.458350353,-4.30239224,-3.415028943,-2072.128823,-2072.244377,-2072.246323,-2072.117875,5.0077,4.3926,5.813,5.4663
1452,N#CC(C#N)=C1C=CSC(c2nccc(-c3sc(C4COc5nsnc5O4)c4c3SCCS4)n2)=C1,0.449036849,-6.467330111,-6.354947086,-3.320877547,-2.616918992,-3315.344103,-3315.41969,-3315.423451,-3315.331361,4.6848,14.5707,13.8346,5.2491
1454,N#Cc1cc(C#N)c(-c2sc(-c3ccc4ncoc4c3)c3c2C(=O)c2c(C(F)(F)F)sc(C(F)(F)F)c2C3=O)s1,0.474136632,-7.570207585,-6.996047341,-3.687142803,-3.504282289,-3139.224662,-3139.311825,-3139.316108,-3139.211521,3.9887,10.4192,11.5586,4.3578
1455,Cc1nc2csc(-c3ccnc(-c4sc5c(sc6c(F)csc65)c4F)n3)c2nc1C,0.416355975,-6.304606022,-5.980246301,-2.803316986,-2.180720474,-2779.538243,-2779.590673,-2779.594559,-2779.526829,4.633,5.3144,5.2398,5.455
1457,CC1(C)OC(=C(C#N)C#N)C(C#N)=C1c1ncc(-c2sc3ccc(C#N)cc3c2-c2cncnn2)nn1,0.431526323,-7.427619923,-7.246664206,-4.419945428,-3.674081338,-1980.59216,-1980.710112,-1980.713984,-1980.580174,10.2175,15.1937,15.0995,10.0926
1458,Cn1c(=C(C#N)C#N)sc(=Cc2ccnc(-c3ccc(C(=O)c4cocc4-c4ncccn4)s3)n2)c1=O,0.593159234,-6.809377233,-6.746246817,-3.736395412,-2.738553887,-2365.679397,-2365.767639,-2365.774308,-2365.664268,2.7602,16.2077,14.4718,2.0543
